model,model_name,input_shape,backend,precision,stage,op_group,op_type,execution_domain,pdpu_candidate,tokens,channels,embedding_dim,input_bytes,output_bytes,weight_bytes,output_elements,kernel_elements,groups,in_channels_actual,out_channels_actual,estimated_macs,nonlinear_ops,estimated_latency_share,estimated_energy_share,layer_name,module_type,trace_source,evidence_label
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,18432,18432,0,4608,1,1,0,0,0,0,8.0000,8.0000,stages.4.0.conv2b_kxk,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,18432,18432,0,4608,1,1,0,0,0,0,8.0000,8.0000,stages.4.0.attn,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,18432,11520,40960,2880,1,1,128,80,368640,0,0.1755,0.1755,stages.4.0.conv3_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,11520,11520,0,2880,1,1,0,0,0,0,8.0000,8.0000,stages.4.0.conv3_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,11520,11520,0,2880,1,1,0,0,0,2880,8.0000,8.0000,stages.4.0.conv3_1x1.bn.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,11520,11520,0,2880,1,1,0,0,0,0,8.0000,8.0000,stages.4.0.attn_last,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,11520,11520,0,2880,1,1,0,0,0,0,8.0000,8.0000,stages.4.0.drop_path,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,11520,11520,0,2880,1,1,0,0,0,2880,8.0000,8.0000,stages.4.0.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,spatial_conv,Conv2d 3x3,PDPU-extension candidate,extension,196,128,128,11520,11520,230400,2880,9,1,80,80,2073600,0,0.9872,0.9872,stages.4.1.conv_kxk.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,11520,11520,0,2880,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.conv_kxk.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,11520,11520,0,2880,1,1,0,0,0,2880,8.0000,8.0000,stages.4.1.conv_kxk.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,11520,13824,30720,3456,1,1,80,96,276480,0,0.1316,0.1316,stages.4.1.conv_1x1,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,13824,13824,768,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.0.norm1,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,qkv_projection,Linear,PDPU-candidate linear/MVM,yes,196,128,128,13824,41472,111744,10368,1,1,96,288,995328,0,0.4739,0.4739,stages.4.1.transformer.0.attn.qkv,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.0.attn.q_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.0.attn.k_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.0.attn.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_output_projection,Linear,PDPU-candidate linear/MVM,yes,196,128,128,13824,13824,37248,3456,1,1,96,96,331776,0,0.1580,0.1580,stages.4.1.transformer.0.attn.proj,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.0.attn.proj_drop,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_score,QK^T,PDPU-extension candidate,extension,9,96,128,27648,5184,0,1296,1,1,0,0,31104,0,0.0148,0.0148,stages.4.1.transformer.0.attn.attention_score,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_value,Attention x V,PDPU-extension candidate,extension,9,96,128,19008,13824,0,3456,1,1,0,0,31104,0,0.0148,0.0148,stages.4.1.transformer.0.attn.attention_value,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.0.ls1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.0.drop_path1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,13824,13824,768,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.0.norm2,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,128,128,13824,27648,74496,6912,1,1,96,192,663552,0,0.3159,0.3159,stages.4.1.transformer.0.mlp.fc1,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,27648,27648,0,6912,1,1,0,0,0,6912,8.0000,8.0000,stages.4.1.transformer.0.mlp.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,27648,27648,0,6912,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.0.mlp.drop1,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,27648,27648,0,6912,1,1,0,0,0,6912,8.0000,8.0000,stages.4.1.transformer.0.mlp.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,128,128,27648,13824,74112,3456,1,1,192,96,663552,0,0.3159,0.3159,stages.4.1.transformer.0.mlp.fc2,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.0.mlp.drop2,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.0.ls2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.0.drop_path2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,13824,13824,768,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.1.norm1,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,qkv_projection,Linear,PDPU-candidate linear/MVM,yes,196,128,128,13824,41472,111744,10368,1,1,96,288,995328,0,0.4739,0.4739,stages.4.1.transformer.1.attn.qkv,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.1.attn.q_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.1.attn.k_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.1.attn.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_output_projection,Linear,PDPU-candidate linear/MVM,yes,196,128,128,13824,13824,37248,3456,1,1,96,96,331776,0,0.1580,0.1580,stages.4.1.transformer.1.attn.proj,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.1.attn.proj_drop,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_score,QK^T,PDPU-extension candidate,extension,9,96,128,27648,5184,0,1296,1,1,0,0,31104,0,0.0148,0.0148,stages.4.1.transformer.1.attn.attention_score,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_value,Attention x V,PDPU-extension candidate,extension,9,96,128,19008,13824,0,3456,1,1,0,0,31104,0,0.0148,0.0148,stages.4.1.transformer.1.attn.attention_value,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.1.ls1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.1.drop_path1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,13824,13824,768,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.1.norm2,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,128,128,13824,27648,74496,6912,1,1,96,192,663552,0,0.3159,0.3159,stages.4.1.transformer.1.mlp.fc1,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,27648,27648,0,6912,1,1,0,0,0,6912,8.0000,8.0000,stages.4.1.transformer.1.mlp.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,27648,27648,0,6912,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.1.mlp.drop1,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,27648,27648,0,6912,1,1,0,0,0,6912,8.0000,8.0000,stages.4.1.transformer.1.mlp.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,128,128,27648,13824,74112,3456,1,1,192,96,663552,0,0.3159,0.3159,stages.4.1.transformer.1.mlp.fc2,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.1.mlp.drop2,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.1.ls2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.1.drop_path2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,13824,13824,768,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.2.norm1,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,qkv_projection,Linear,PDPU-candidate linear/MVM,yes,196,128,128,13824,41472,111744,10368,1,1,96,288,995328,0,0.4739,0.4739,stages.4.1.transformer.2.attn.qkv,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.2.attn.q_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.2.attn.k_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.2.attn.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_output_projection,Linear,PDPU-candidate linear/MVM,yes,196,128,128,13824,13824,37248,3456,1,1,96,96,331776,0,0.1580,0.1580,stages.4.1.transformer.2.attn.proj,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.2.attn.proj_drop,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_score,QK^T,PDPU-extension candidate,extension,9,96,128,27648,5184,0,1296,1,1,0,0,31104,0,0.0148,0.0148,stages.4.1.transformer.2.attn.attention_score,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_value,Attention x V,PDPU-extension candidate,extension,9,96,128,19008,13824,0,3456,1,1,0,0,31104,0,0.0148,0.0148,stages.4.1.transformer.2.attn.attention_value,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.2.ls1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.2.drop_path1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,13824,13824,768,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.transformer.2.norm2,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,128,128,13824,27648,74496,6912,1,1,96,192,663552,0,0.3159,0.3159,stages.4.1.transformer.2.mlp.fc1,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,27648,27648,0,6912,1,1,0,0,0,6912,8.0000,8.0000,stages.4.1.transformer.2.mlp.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,27648,27648,0,6912,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.2.mlp.drop1,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,27648,27648,0,6912,1,1,0,0,0,6912,8.0000,8.0000,stages.4.1.transformer.2.mlp.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,128,128,27648,13824,74112,3456,1,1,192,96,663552,0,0.3159,0.3159,stages.4.1.transformer.2.mlp.fc2,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.2.mlp.drop2,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.2.ls2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,13824,13824,0,3456,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.transformer.2.drop_path2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,13824,13824,768,3456,1,1,0,0,0,3456,8.0000,8.0000,stages.4.1.norm,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,13824,11520,30720,2880,1,1,96,80,276480,0,0.1316,0.1316,stages.4.1.conv_proj.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,11520,11520,0,2880,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.conv_proj.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,11520,11520,0,2880,1,1,0,0,0,2880,8.0000,8.0000,stages.4.1.conv_proj.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,spatial_conv,Conv2d 3x3,PDPU-extension candidate,extension,196,128,128,23040,11520,460800,2880,9,1,160,80,4147200,0,1.9745,1.9745,stages.4.1.conv_fusion.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,11520,11520,0,2880,1,1,0,0,0,0,8.0000,8.0000,stages.4.1.conv_fusion.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,11520,11520,0,2880,1,1,0,0,0,2880,8.0000,8.0000,stages.4.1.conv_fusion.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,final_conv,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,11520,46080,102400,11520,1,1,80,320,921600,0,0.4388,0.4388,final_conv.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,final_conv,control_residual,Identity,electronic remainder,no,196,128,128,46080,46080,0,11520,1,1,0,0,0,0,8.0000,8.0000,final_conv.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,final_conv,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,46080,46080,0,11520,1,1,0,0,0,11520,8.0000,8.0000,final_conv.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,head,control_residual,AdaptiveAvgPool2d,electronic remainder,no,196,128,128,46080,1280,0,320,1,1,0,0,0,0,8.0000,8.0000,head.global_pool.pool,AdaptiveAvgPool2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,head,control_residual,Flatten,electronic remainder,no,196,128,128,1280,1280,0,320,1,1,0,0,0,0,8.0000,8.0000,head.global_pool.flatten,Flatten,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,head,control_residual,Dropout,electronic remainder,no,196,128,128,1280,1280,0,320,1,1,0,0,0,0,8.0000,8.0000,head.drop,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,head,classifier_linear,Linear,PDPU-candidate linear/MVM,yes,196,128,128,1280,4000,1284000,1000,1,1,320,1000,320000,0,0.1524,0.1524,head.fc,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,head,control_residual,Identity,electronic remainder,no,196,128,128,4000,4000,0,1000,1,1,0,0,0,0,8.0000,8.0000,head.flatten,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XS,mobilevit_xs,1x3x224x224,mps,fp32,stem,spatial_conv,Conv2d 3x3,PDPU-extension candidate,extension,196,192,192,602112,802816,1728,200704,9,1,3,16,5419008,0,0.7016,0.7016,stem.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XS,mobilevit_xs,1x3x224x224,mps,fp32,stem,control_residual,Identity,electronic remainder,no,196,192,192,802816,802816,0,200704,1,1,0,0,0,0,8.0000,8.0000,stem.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XS,mobilevit_xs,1x3x224x224,mps,fp32,stem,normalization_softmax_activation,SiLU,electronic remainder,no,196,192,192,802816,802816,0,200704,1,1,0,0,0,200704,8.0000,8.0000,stem.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XS,mobilevit_xs,1x3x224x224,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,192,192,802816,3211264,4096,802816,1,1,16,64,12845056,0,1.6631,1.6631,stages.0.0.conv1_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
